Rank,Name,Ticker,Market cap,Price,Circulating supply,id
1,Bitcoin,BTC,667976638398.14,35678.13,18722300,bitcoin
2,Ethereum,ETH,277492990926.56,2390.31,116091024,ethereum
3,Tether,USDT,61742398035.71,1.0001,61738511498,tether
4,Cardano,ADA,50391384963.26,1.5773,31948309441,cardano
5,Binance Coin,BNB,49985988837.23,325.78,153432897,binancecoin
6,XRP,XRP,41834196844.25,0.9066,46143602688,ripple
7,Dogecoin,DOGE,39232589725.88,0.3022,129813129789,dogecoin
8,USD Coin,USDC,22421676957.19,0.9995,22432927813,usd-coin
9,Polkadot,DOT,19308719941.87,20.47,943085463,polkadot
10,Uniswap,UNI,14562759375.83,25.74,565708400,uniswap
11,Internet Computer,ICP,13813224148.84,111.35,124048742,internet-computer
12,Bitcoin Cash,BCH,12441347900.39,663.51,18750750,bitcoin-cash
13,Polygon,MATIC,11584229101.15,1.8649,6211590053,matic-network
14,Chainlink,LINK,11540751230.46,26.87,429509554,chainlink
15,Litecoin,LTC,11413209327.59,170.98,66752415,litecoin
16,Stellar,XLM,8683546919.96,0.3757,23113746450,stellar
17,Binance USD,BUSD,8605048903.57,0.9995,8609694339,binance-usd
18,Solana,SOL,7798155350.85,28.6,272637428,solana
19,Ethereum Classic,ETC,7719247655.61,66.37,116313299,ethereum-classic
20,VeChain,VET,6918532733.58,0.1076,64315576989,vechain
21,Wrapped Bitcoin,WBTC,6647959216.86,35663.09,186410,wrapped-bitcoin
22,THETA,THETA,6545632623.19,6.5456,1000000000,theta-token
23,EOS,EOS,5763342009.95,6.0423,953832311,eos
24,TRON,TRX,5162094842.93,0.07204,71659657369,tron
25,Filecoin,FIL,5096896902.56,68.42,74491990,filecoin
26,Monero,XMR,4701326848.94,262.33,17921166,monero
27,Dai,DAI,4675430151.38,1.0004,4673385222,dai
28,Aave,AAVE,4156839152.73,325.15,12784437,aave
29,Neo,NEO,3642218121.92,51.63,70538831,neo
30,Klaytn,KLAY,3467651212.82,1.4046,2468765527,klay-token
31,Maker,MKR,3281818008.21,3309.95,991501,maker
32,SHIBA INU,SHIB,3099443066.49,7.85e-06,394796000000000,shiba-inu
33,Bitcoin SV,BSV,3122473110.33,166.56,18746945,bsv
34,FTX Token,FTT,2964486956.05,31.42,94346958,ftx-token
35,Tezos,XTZ,2889075734.82,3.2917,877698135,tezos
36,IOTA,MIOTA,2872809944.44,1.0336,2779530283,iota
37,Crypto.com Coin,CRO,2834128696.11,0.1122,25263013692,crypto-com-chain
38,Cosmos,ATOM,2653314778.27,12.59,210767263,cosmos
39,Kusama,KSM,2633709283.45,310.94,8470098,kusama
40,PancakeSwap,CAKE,2620761762.81,15.89,164900129,pancakeswap-token
41,Algorand,ALGO,2600265476.25,0.8502,3058489459,algorand
42,Huobi Token,HT,2567752253.87,14.67,175074232,huobi-token
43,Terra,LUNA,2537354104.08,6.2182,408052284,terra-luna-2
44,BitTorrent,BTT,2409073534.05,0.00365,659952625000,bittorrent
45,THORChain,RUNE,2356283719.87,11.03,213536800,thorchain
46,Avalanche,AVAX,2149588027.69,16.53,130007124,avalanche-2
47,Compound,COMP,2120184725.93,406.11,5220695,compound-coin
48,UNUS SED LEO,LEO,2153823311.13,2.2578,953954130,leo-token
49,Decred,DCR,2008473414.56,154.77,12977544,decred
50,TerraUSD,UST,1956094379.95,0.9994,1957263071,terrausd-wormhole
51,Bitcoin BEP2,BTCB,1952067782.29,35753.45,54598,binance-bitcoin
52,Dash,DASH,1849916170.12,182.09,10159432,dash
53,Hedera Hashgraph,HBAR,1841907387.96,0.2185,8430320281,hedera-hashgraph
54,Zcash,ZEC,1782926680.02,150.02,11884781,zcash
55,Celsius,CEL,1714400378.4,7.1773,238863520,celsius-degree-token
56,Theta Fuel,TFUEL,1609184169.1,0.3036,5301214400,theta-fuel
57,Elrond,EGLD,1631445929.35,93.0,17542877,elrond-erd-2
58,NEM,XEM,1636089115.21,0.1818,8999999999,nem
59,Chiliz,CHZ,1564892934.51,0.2698,5799955194,chiliz
60,Telcoin,TEL,1565509748.9,0.03017,51884110195,telcoin
61,yearn.finance,YFI,1535456206.13,41912.24,36635,yearn-finance
62,Holo,HOT,1493042299.47,0.008647,172673864848,holotoken
63,Waves,WAVES,1389124902.31,13.2,105241942,waves
64,SushiSwap,SUSHI,1379534353.29,10.84,127244443,sushi
65,Synthetix,SNX,1351527915.03,11.77,114841533,havven
66,Helium,HNT,1326777145.05,15.68,84595015,helium
67,Enjin Coin,ENJ,1274288769.05,1.5273,834331121,enjincoin
68,Paxos Standard,PAX,1266300127.29,0.9995,1266899373,
69,Decentraland,MANA,1235623067.87,0.7818,1580470321,decentraland
70,NEAR Protocol,NEAR,1214104551.81,3.1164,389588958,near
71,Zilliqa,ZIL,1193606312.71,0.1054,11329207805,zilliqa
72,Horizen,ZEN,1182566731.48,106.17,11138388,zencash
73,Qtum,QTUM,1124707024.69,11.43,98408978,qtum
74,Stacks,STX,1107747458.15,0.9637,1149453462,blockstack
75,TrueUSD,TUSD,1125107289.04,0.9996,1125523285,true-usd
76,Nexo,NEXO,1065513296.6,1.9027,560000011,nexo
77,Basic Attention Token,BAT,1054519983.77,0.7049,1496014870,basic-attention-token
78,Revain,REV,1058002671.27,0.01244,85061485690,revain
79,Bitcoin Gold,BTG,1027456638.78,58.67,17513924,bitcoin-gold
80,The Graph,GRT,918770498.14,0.7376,1245666867,the-graph
81,Nano,NANO,917642311.34,6.8867,133248297,nanomatic
82,Ontology,ONT,911228036.93,1.0564,862599654,ontology
83,Mdex,MDX,914900411.74,2.1327,428985851,mdex
84,Harmony,ONE,881845643.72,0.09276,9507132552,harmony
85,HUSD,HUSD,891282126.81,0.9996,891596269,husd
86,DigiByte,DGB,867282074.92,0.06041,14356190152,digibyte
87,Bancor,BNT,872669400.67,4.302,202854291,bancor
88,OMG Network,OMG,855623213.76,6.1009,140245398,omisego
89,Siacoin,SC,816898962.51,0.01707,47858812992,shibchain
90,OKB,OKB,791924576.32,13.2,60000000,okb
91,0x,ZRX,788950306.1,0.9371,841921228,0x
92,SwissBorg,CHSB,781101037.05,0.7811,1000000000,swissborg
93,UMA,UMA,775796550.69,12.77,60760710,uma
94,BakeryToken,BAKE,768765427.61,4.0736,188717930,bakerytoken
95,Celo,CELO,766032307.62,3.3973,225479897,celo
96,Fantom,FTM,750757053.87,0.295,2545006273,fantom
97,Ravencoin,RVN,698716824.93,0.07864,8885335000,ravencoin
98,Ankr,ANKR,698469767.97,0.09984,6996232711,ankr
99,ICON,ICX,666666381.32,1.0553,631711043,icon
100,XinFin Network,XDC,653035583.82,0.05322,12269701451,xdce-crowd-sale
101,Curve DAO Token,CRV,614181873.0,1.676,366466815,curve-dao-token
102,Flow,FLOW,575969364.25,13.57,42429369,flow
103,KuCoin Token,KCS,549511151.31,6.8587,80118638,kucoin-shares
104,Voyager Token,VGX,518228180.26,2.3313,222295208,ethos
105,IOST,IOST,499309260.48,0.03035,16454275775,iostoken
106,Bitcoin Diamond,BCD,498682695.38,2.674,186492898,bitcoin-diamond
107,Livepeer,LPT,496049166.02,23.44,21164655,livepeer
108,1inch,1INCH,483668702.23,2.8863,167571524,1inch
109,Quant,QNT,483161255.69,40.02,12072738,quant-network
110,Arweave,AR,474718217.2,14.22,33394701,arweave
111,Ren,REN,454611347.28,0.4559,997163051,republic-protocol
112,Reserve Rights,RSR,434672497.21,0.03303,13159999000,reserve-rights-token
113,Lisk,LSK,431900848.53,3.3694,128182999,lisk
114,SKALE Network,SKL,407850781.94,0.4254,958853025,skale
115,Loopring,LRC,410676141.59,0.3352,1225279282,loopring
116,Verge,XVG,407498600.62,0.02476,16456521144,verge
117,WazirX,WRX,387165037.05,1.3179,293763596,wazirx
118,Ergo,ERG,378634982.57,11.83,32012428,ergo
119,Nervos Network,CKB,378243559.97,0.01427,26500169200,nervos-network
120,iExec RLC,RLC,370990915.72,4.6333,80070793,iexec-rlc
121,MaidSafeCoin,MAID,360433514.29,0.7964,452552412,maidsafecoin-token
122,Origin Protocol,OGN,356059959.55,1.1369,313184083,origin-protocol
123,Dent,DENT,351926290.74,0.003591,98008841249,dent
124,renBTC,RENBTC,356093094.89,35670.44,9983,renbtc
125,Neutrino USD,USDN,345961233.5,0.9829,351996756,
126,GateToken,GT,343289665.23,4.3322,79241145,gatechain-token
127,ASD (BTMX),BTMX,333407418.94,0.4482,743798994,
128,Reef,REEF,324579729.3,0.02562,12666667338,reef
129,VeThor Token,VTHO,318785733.49,0.008856,35997336054,vethor-token
130,Kyber Network Crystal Legacy,KNC,321822958.34,1.5695,205045092,kyber-network-crystal
131,Status,SNT,313329186.67,0.09028,3470483788,status
132,Venus,XVS,301246838.05,29.93,10065582,venus
133,Storj,STORJ,292106705.81,1.0159,287521993,storj
134,Golem,GLM,292327502.52,0.2923,1000000000,golem
135,Bitcoin Standard Hashrate Token,BTCST,294429955.26,34.79,8464090,btc-standard-hashrate-token
136,Ontology Gas,ONG,282869866.93,1.0313,274295824,ong
137,Energy Web Token,EWT,275180839.37,9.1537,30062138,ecowatt
138,Conflux Network,CFX,272243105.67,0.325,837733104,conflux-token
139,Numeraire,NMR,261837915.2,52.67,4971550,numeraire
140,Gnosis,GNO,256537254.21,170.5,1504587,gnosis
141,Augur,REP,256372447.93,23.31,11000000,augur
142,Celer Network,CELR,249626985.57,0.04457,5601205665,celer-network
143,IoTeX,IOTX,253354269.11,0.02655,9540779324,iotex
144,NKN,NKN,249290524.63,0.3561,700000000,nkn
145,WAX,WAXP,243334126.72,0.1529,1591720759,wax
146,Ocean Protocol,OCEAN,239604474.19,0.552,434026837,ocean-protocol
147,Prometeus,PROM,240509571.49,14.62,16450000,prometeus
148,Orchid,OXT,238040584.3,0.3979,598289690,orchid-protocol
149,Cartesi,CTSI,233076016.9,0.6412,363508269,cartesi
150,FUNToken,FUN,229939354.73,0.02233,10298879189,funfair
151,Kava.io,KAVA,229474582.44,3.2702,70172142,kava
152,Fetch.ai,FET,228180210.68,0.3058,746113681,fetch-ai
153,The Sandbox,SAND,221714436.03,0.3159,701888415,the-sandbox
154,Alpha Finance Lab,ALPHA,214595427.16,0.7514,285579035,alphacoin
155,Serum,SRM,215603848.67,4.3121,50000000,serum
156,Ardor,ARDR,214177465.62,0.2144,998999495,ardor
157,Civic,CVC,209791841.51,0.3131,670000000,civic
158,StormX,STMX,205705646.78,0.02383,8630900054,storm
159,Injective Protocol,INJ,204158938.15,8.487,24055555,injective-protocol
160,Steem,STEEM,202481762.19,0.5313,381089928,steem
161,Stratis,STRAX,196813010.69,1.4936,131771474,stratis
162,Balancer,BAL,192085075.51,27.66,6943831,balancer
163,Orbs,ORBS,190719065.94,0.08553,2229950518,orbs
164,NuCypher,NU,190175392.5,0.2931,648750000,nucypher
165,Komodo,KMD,186328736.27,1.4793,125957012,komodo
166,MCO,MCO,186614240.81,11.82,15793831,monaco
167,MediBloc,MED,182297884.7,0.06658,2738131491,medibloc
168,ABBC Coin,ABBC,182220018.25,0.2151,846994924,alibabacoin
169,Swipe,SXP,180050876.8,1.966,91581302,swipe
170,Velas,VLX,180267984.65,0.08486,2124380663,velas
171,DODO,DODO,175993401.9,1.592,110551965,dodo
172,Ampleforth,AMPL,176020190.56,0.8072,218069358,ampleforth
173,BitShares,BTS,169523346.07,0.0566,2994890000,bitshares
174,Wootrade,WOO,171726465.36,0.4564,376235705,woo-network
175,Uquid Coin,UQC,171845634.48,17.18,10000000,uquid-coin
176,Hive,HIVE,170183219.58,0.4211,404166528,hive
177,Aragon,ANT,163145460.9,4.1188,39609523,aragon
178,ZB Token,ZB,162740912.44,0.3513,463288810,zb-token
179,Unibright,UBT,162534338.32,1.0836,149999999,unibright
180,Divi,DIVI,161996498.35,0.06969,2324379535,divi
181,ZKSwap,ZKS,156399983.74,0.7921,197440000,zkspace
182,WINkLink,WIN,155855320.39,0.000497,313607571387,wink
183,Band Protocol,BAND,151528786.43,7.3938,20494033,band-protocol
184,Ark,ARK,144048347.0,1.1124,129496279,ark
185,BORA,BORA,154662910.49,0.1813,853244247,bora
186,Function X,FX,149812034.91,0.4174,358931490,fx-coin
187,Polymath,POLY,151837292.46,0.2454,618764165,polymath
188,COTI,COTI,148717933.66,0.2221,669740238,coti
189,Hxro,HXRO,148045220.53,0.6589,224693272,hxro
190,Wanchain,WAN,144065186.57,0.8523,169028581,wanchain
191,MonaCoin,MONA,145739374.43,2.2173,65729675,mona
192,JUST,JST,143154638.8,0.06333,2260326706,just
193,Haven Protocol,XHV,143916588.24,9.8416,14623218,haven
194,RSK Infrastructure Framework,RIF,142637379.21,0.1949,731860009,rif-token
195,Metal,MTL,139502138.03,2.1269,65588845,metal
196,Metadium,META,139273388.99,0.1118,1245430304,abcmeta
197,Travala.com,AVA,135798028.93,2.731,49725503,avatly
198,Syscoin,SYS,136857621.86,0.2233,612843612,syscoin
199,aelf,ELF,136371626.99,0.2505,544480200,aelf
200,Utrust,UTK,132304193.63,0.294,450000000,utrust
201,HEX,HEX,9353603048.33,0.05394,173411074413,hex
202,SafeMoon,SAFEMOON,2499547015.34,4.27e-06,585536366402812,safemoon
203,Creditcoin,CTC,2290742235.57,4.0546,564970555,cybertronchain
204,Wrapped BNB,WBNB,2209631347.68,325.65,6785252,wbnb
205,Fei Protocol,FEI,2026832501.82,0.9928,2041429433,fei-usd
206,Counos X,CCXX,1826919684.81,102.4,17840685,counosx
207,Bonfida,FIDA,1762733139.32,1.7643,999096736,bonfida
208,Amp,AMP,1591257601.17,0.03768,42227702186,amp-token
209,The Transfer Token,TTT,1516923391.88,14.43,105133613,tabtrader
210,Liquity USD,LUSD,1493442169.14,1.0135,1473526216,lusd
211,DeFiChain,DFI,1389473161.06,3.2899,422345432,defichain
212,Huobi BTC,HBTC,1138492880.19,35682.3,31906,huobi-btc
213,stETH (Lido),STETH,1056206496.96,2381.09,443582,staked-ether
214,Symbol,XYM,989694989.4,0.1831,5405892449,symbol
215,WhiteCoin,XWC,888377947.3,1.2259,724688069,whitecoin
216,Pirate Chain,ARRR,703011396.95,3.8612,182069039,pirate-chain
217,INO COIN,INO,611374214.98,3.3965,180003180,
218,ThoreCoin,THR,598155395.92,6900.25,86686,
219,NXM,NXM,586088598.14,91.38,6413767,nxm
220,Venus BNB,vBNB,557731309.07,6.6139,84327095,
221,Bitpanda Ecosystem Token,BEST,546984340.65,1.3876,394186139,bitpanda-ecosystem-token
222,Orbit Chain,ORC,537943553.17,1.1544,465987647,orbit-chain
223,botXcoin,BOTX,437944694.8,0.2683,1632112305,botxcoin
224,Pundi X[new],PUNDIX,435324158.32,1.6841,258491637,pundi-x-2
225,Zelwin,ZLW,425028789.89,6.0131,70683663,zelwin
226,ECOMI,OMI,417064265.42,0.002508,166285821196,ecomi
227,Bytecoin,BCN,87644633.32,0.0004762,184066828814,bemchain
228,Bitcoin Cash ABC,BCHA,386130570.23,20.79,18572921,
229,HedgeTrade,HEDG,352295104.06,1.0102,348731468,hedgetrade
230,Mirror Protocol,MIR,327564621.87,4.691,69828717,mirror-protocol
231,Axie Infinity,AXS,268021242.16,4.5345,59107510,axie-infinity
232,Hellenic Coin,HNC,273590431.23,3.9134,69910698,helleniccoin
233,Sologenic,SOLO,262511646.98,1.3125,200001808,solo-coin
234,Mixin,XIN,252773847.72,450.93,560566,mixin
235,sUSD,SUSD,241672186.78,1.0052,240420200,nusd
236,Raydium,RAY,228901295.12,4.5999,49762081,raydium
237,KLAYswap Protocol,KSP,224195744.13,28.8,7784449,klayswap-protocol
238,Dawn Protocol,DAWN,222837927.47,3.3595,66331190,dawn-protocol
239,SingularityNET,AGI,217190077.99,0.2505,867156743,agility
240,Persistence,XPRT,214457446.36,11.65,18408974,persistence
241,Alchemix,ALCX,211912649.47,747.03,283673,alchemix
242,Klever,KLV,211478822.34,0.06224,3397615776,klever
243,Tribe,TRIBE,209279935.38,0.8426,248364400,tribe-2
244,Akash Network,AKT,207306283.57,3.3971,61023611,akash-network
245,RChain,REV,195359114.06,0.4047,482733161,revain
246,yOUcash,YOUC,187595231.81,0.05903,3178014104,youcash
247,Orion Protocol,ORN,182185962.25,7.1236,25575000,orion-protocol
248,Anchor Protocol,ANC,182230376.04,2.7417,66465655,anchor-protocol
249,TitanSwap,TITAN,175388522.71,3.2842,53404160,titanswap
250,Alien Worlds,TLM,173566364.64,0.1899,914030370,alien-worlds
251,MATH,MATH,171523069.11,1.4999,114356164,math
252,Toko Token,TKO,166030748.18,1.5302,108500000,tokocrypto
253,Perpetual Protocol,PERP,167377781.12,7.6795,21795505,perpetual-protocol
254,MVL,MVL,167671052.76,0.01305,12846035907,mass-vehicle-ledger
255,Electroneum,ETN,163220469.13,0.009135,17868032926,electroneum
256,Ampleforth Governance Token,FORTH,150596264.94,22.03,6837310,ampleforth-governance-token
257,Linear,LINA,147140076.4,0.0406,3624227714,lina
258,Venus BTC,vBTC,147790633.23,718.0,205836,
259,Rocket Pool,RPL,144004098.12,14.01,10279742,rocket-pool
260,Newscrypto,NWC,143241298.76,0.9043,158393270,newscrypto-coin
261,CRYPTO20,C20,138829445.47,3.4827,39863162,
262,Venus XVS,vXVS,134629834.21,0.5999,224433925,
263,GNY,GNY,133604618.05,0.6945,192376657,gny
264,Maro,MARO,131454598.69,0.2718,483666379,ttc-protocol
265,Enzyme,MLN,130261477.43,72.66,1792738,melon
266,Sora,XOR,129942806.87,371.27,350000,sora
267,Doctors Coin,DRS,129926732.18,0.5655,229741603,
268,Trust Wallet Token,TWT,128136280.5,0.5107,250926200,twitfi
269,SUN,SUN,125145748.19,24.72,5062528,sun-token
270,Oxygen,OXY,124912602.23,2.0892,59790431,oxygen
271,MX Token,MX,124052250.48,1.1647,106509311,mx-token
272,QuickSwap,QUICK,124775864.52,781.05,159753,quick
273,Keep Network,KEEP,123797216.7,0.2427,509993711,keep-network
274,Wrapped NXM,WNXM,122699638.87,73.17,1676964,wrapped-nxm
275,MyNeighborAlice,ALICE,121661954.44,6.9921,17400000,my-neighbor-alice
276,Audius,AUDIO,120467232.91,1.0039,120000000,audius
277,RedFOX Labs,RFOX,120981222.7,0.09221,1312000760,redfox-labs-2
278,TomoChain,TOMO,118167647.17,1.4491,81544900,tomochain
279,Gemini Dollar,GUSD,118605157.37,0.9951,119188658,gemini-dollar
280,Render Token,RNDR,117642810.31,0.7514,156554826,render-token
281,Strike,STRK,118109785.3,40.81,2894064,strike
282,Bytom,BTM,116748167.62,0.08144,1433470282,bytom
283,Populous,PPT,116209101.74,2.1822,53252246,populous
284,Polkastarter,POLS,115821292.66,1.6983,68199500,polkastarter
285,Frax,FRAX,115449051.25,0.9976,115726210,frax
286,PAX Gold,PAXG,115199276.08,1914.85,60161,pax-gold
287,Oasis Network,ROSE,114068906.79,0.07605,1500000000,rose
288,Everipedia,IQ,114182199.8,0.0114,10012875062,everipedia
289,ReddCoin,RDD,122739148.05,0.00426,28808713174,reddcoin
290,Phala Network,PHA,112928533.32,0.6357,177634380,pha
291,PAC Protocol,PAC,112953424.38,0.008321,13574331783,paccoin
292,QuarkChain,QKC,113778308.18,0.01778,6399906497,quark-chain
293,Syntropy,NOIA,112431140.5,0.2891,388935785,noia-network
294,Ellipsis,EPS,111924460.89,0.93,120353298,ellipsis
295,Sapphire,SAPP,112125922.2,0.2086,537572916,sapphire
296,MiL.k,MLK,111413760.74,1.4254,78160812,milk-alliance
