Rank,Name,Ticker,Market cap,Price,Circulating supply,id
1,Bitcoin,BTC,511079706782.86,26336.21,19405968,bitcoin
2,Ethereum,ETH,206832112414.08,1720.58,120210867,ethereum
3,Tether,USDT,83157915195.95,0.9998,83173876278,tether
4,BNB,BNB,38041814289.92,244.09,155853337,binancecoin
5,USD Coin,USDC,28344923554.22,1.0,28344421516,usd-coin
6,XRP,XRP,25347462927.74,0.4876,51987017573,ripple
7,Cardano,ADA,9113534848.85,0.261,34922713297,cardano
8,Dogecoin,DOGE,8692397740.73,0.06217,139823626384,dogecoin
9,TRON,TRX,6313729413.61,0.07012,90041039992,tron
10,Solana,SOL,6165531218.89,15.44,399367620,solana
11,Litecoin,LTC,5647434814.56,77.18,73173914,litecoin
12,Polygon,MATIC,5544023500.99,0.5968,9289469069,matic-network
13,Polkadot,DOT,5418640018.36,4.531,1195913541,polkadot
14,Toncoin,TON,4851658880.25,1.4137,3431892088,tontoken
15,Dai,DAI,4627048229.1,0.9998,4627827170,dai
16,Binance USD,BUSD,4295854696.76,0.9999,4295869935,binance-usd
17,Shiba Inu,SHIB,4252381859.16,7.22e-06,589349037051934,shiba-inu
18,Wrapped Bitcoin,WBTC,4138780883.66,26357.11,157027,wrapped-bitcoin
19,Avalanche,AVAX,3912773585.61,11.34,344961614,avalanche-2
20,UNUS SED LEO,LEO,3268526414.97,3.5143,930060936,leo-token
21,TrueUSD,TUSD,3116700658.5,1.0021,3110025805,true-usd
22,Cosmos,ATOM,2966755133.84,8.5594,346608690,cosmos
23,Chainlink,LINK,2777320169.62,5.1613,538099970,chainlink
24,Uniswap,UNI,2586023370.32,4.478,577501036,uniswap
25,Monero,XMR,2510865037.33,137.25,18293840,monero
26,OKB,OKB,2472881359.88,41.21,60000000,okb
27,Ethereum Classic,ETC,2154976865.68,15.23,141531610,ethereum-classic
28,Stellar,XLM,2138618914.11,0.0795,26901612801,stellar
29,Bitcoin Cash,BCH,2078992872.57,107.04,19423381,bitcoin-cash
30,Internet Computer,ICP,1730708607.34,3.9571,437367278,internet-computer
31,Filecoin,FIL,1584398319.75,3.6776,430822320,filecoin
32,Lido DAO,LDO,1505476342.65,1.7115,879605590,lido-dao
33,Hedera,HBAR,1430725592.66,0.04521,31643784290,hedera-hashgraph
34,Aptos,APT,1390476269.49,6.7296,206620448,apidae
35,Cronos,CRO,1352140279.58,0.05352,25263013692,crypto-com-chain
36,Arbitrum,ARB,1267485995.24,0.9941,1275000000,arbitrum
37,Quant,QNT,1214745895.04,100.62,12072738,quant-network
38,NEAR Protocol,NEAR,1142252565.63,1.2384,922339167,near
39,VeChain,VET,1079387056.5,0.01484,72714516834,vechain
40,Pax Dollar,USDP,1008333662.13,1.0011,1007269397,usdp
41,The Graph,GRT,898902379.92,0.09931,9051745361,the-graph
42,Algorand,ALGO,833125482.07,0.1149,7249882460,algorand
43,Rocket Pool,RPL,799388608.36,41.05,19474470,rocket-pool
44,Stacks,STX,768187872.24,0.5535,1387837084,blockstack
45,MultiversX,EGLD,769461984.78,30.08,25579049,elrond-erd-2
46,BitDAO,BIT,762884367.56,0.4138,1843669839,bitdao
47,ApeCoin,APE,754025977.57,2.0457,368593750,apecoin
48,Aave,AAVE,734996292.92,50.94,14428625,aave
49,Fantom,FTM,735396862.42,0.2631,2795533297,fantom
50,Render Token,RNDR,727944273.27,1.9735,368852897,render-token
51,USDD,USDD,725155418.3,0.9992,725734545,usdd
52,The Sandbox,SAND,715161779.63,0.3846,1859731926,the-sandbox
53,Optimism,OP,708158625.5,1.0986,644594782,optimism
54,EOS,EOS,684543844.07,0.6255,1094334947,eos
55,Tezos,XTZ,677221878.09,0.719,941917121,tezos
56,KuCoin Token,KCS,681335713.0,7.0362,96833502,kucoin-shares
57,Maker,MKR,656327313.91,671.34,977631,maker
58,Theta Network,THETA,645692181.57,0.6457,1000000000,theta-token
59,Decentraland,MANA,630840412.87,0.3359,1878271532,decentraland
60,Immutable,IMX,567473626.02,0.6208,914163546,immutable-x
61,Axie Infinity,AXS,569033446.92,4.8512,117297480,axie-infinity
62,Gemini Dollar,GUSD,562165873.01,0.9924,566452512,gemini-dollar
63,Neo,NEO,542283874.24,7.6877,70538831,neo
64,Conflux,CFX,533359680.62,0.1792,2975744155,conflux-token
65,Curve DAO Token,CRV,532356020.65,0.6231,854365422,curve-dao-token
66,Terra Classic,LUNC,519430834.99,8.893e-05,5841157282310,luna-wormhole
67,Gala,GALA,496704318.14,0.02297,21624341073,gala
68,PAX Gold,PAXG,493235356.1,1927.9,255841,pax-gold
69,Klaytn,KLAY,487485830.26,0.1557,3131470184,klay-token
70,Injective,INJ,478569720.91,5.9817,80005555,injective-protocol
71,Bitcoin SV,BSV,477011957.82,24.76,19266077,bsv
72,Flow,FLOW,474962941.54,0.4584,1036200000,flow
73,Synthetix,SNX,474744521.97,1.8047,263066035,havven
74,Chiliz,CHZ,470363946.72,0.067,7020645758,chiliz
75,BitTorrent(New),BTT,458032676.13,4.8e-07,951421714286000,bittorrent
76,Kava,KAVA,456066644.77,0.788,578788317,kava
77,XDC Network,XDC,449419270.57,0.03246,13843832118,xdce-crowd-sale
78,Casper,CSPR,444853093.31,0.04004,11111293584,casper-network
79,IOTA,MIOTA,441181022.73,0.1587,2779530283,iota
80,GMX,GMX,437412922.21,49.73,8795902,gmx
81,Sui,SUI,434647738.16,0.7196,604047436,salmonation
82,Huobi Token,HT,424476656.94,2.6164,162233844,huobi-token
83,Zcash,ZEC,420764098.33,25.77,16328269,zcash
84,Frax Share,FXS,389500395.28,5.3791,72410596,frax-share
85,GateToken,GT,389484668.58,3.9823,97803855,gatechain-token
86,Mina,MINA,386739575.94,0.4206,919586517,mina-protocol
87,eCash,XEC,387186885.85,1.994e-05,19418554673293,ecash
88,Trust Wallet Token,TWT,377247709.88,0.9054,416649900,twitfi
89,Pepe,PEPE,366692315.38,9.4e-07,391790000000000,pepe
90,Dash,DASH,341906898.21,30.18,11327805,dash
91,Nexo,NEXO,338559622.14,0.6046,560000011,nexo
92,WOO Network,WOO,309015210.58,0.1811,1706289753,woo-network
93,PancakeSwap,CAKE,292891164.57,1.4026,208818119,pancakeswap-token
94,Mask Network,MASK,291174813.22,3.546,82112500,mask-network
95,Loopring,LRC,281287667.52,0.2113,1331508926,loopring
96,Gnosis,GNO,277470189.81,107.15,2589588,gnosis
97,THORChain,RUNE,276533243.15,0.8317,332491983,thorchain
98,Zilliqa,ZIL,274146141.43,0.01728,15867699447,zilliqa
99,Flare,FLR,265929506.93,0.01434,18550704064,flare-networks
100,Convex Finance,CVX,264531040.43,3.3846,78158353,convex-finance
101,SingularityNET,AGIX,263283670.85,0.2153,1222631811,singularitynet
102,Oasis Network,ROSE,262217335.34,0.0458,5725718533,rose
103,dYdX,DYDX,261903947.32,1.6761,156256174,dydx
104,1inch Network,1INCH,256703504.6,0.2758,930699760,1inch
105,Enjin Coin,ENJ,255750172.42,0.2558,1000000000,enjincoin
106,Basic Attention Token,BAT,253197822.44,0.17,1489309694,basic-attention-token
107,Chia,XCH,241963475.36,31.63,7648731,chia
108,Osmosis,OSMO,241618040.89,0.4905,492590761,osmosis
109,Blur,BLUR,239762881.67,0.3433,698395196,blur
110,MX TOKEN,MX,238274784.67,2.3827,100000000,mx-token
111,NEM,XEM,231479439.61,0.02572,8999999999,nem
112,Holo,HOT,220706007.54,0.001287,171513795283,holotoken
113,Ethereum Name Service,ENS,220011738.52,7.6873,28620266,ethereum-name-service
114,Balancer,BAL,218789080.17,4.3828,49920036,balancer
115,Qtum,QTUM,214517438.78,2.0488,104703528,qtum
116,Compound,COMP,213814588.44,27.93,7655683,compound-coin
117,Ravencoin,RVN,213735640.67,0.01689,12656292525,ravencoin
118,Decred,DCR,209066726.46,13.69,15267188,decred
119,FLOKI,FLOKI,206197019.09,2.18e-05,9459402231065,floki
120,Theta Fuel,TFUEL,201317401.76,0.03259,6177883845,theta-fuel
121,Ankr,ANKR,199845105.04,0.01998,10000000000,ankr
122,Bitcoin Gold,BTG,197851937.41,11.3,17513924,bitcoin-gold
123,Ocean Protocol,OCEAN,197961009.99,0.3229,613099141,ocean-protocol
124,Celo,CELO,197310304.69,0.3933,501730705,celo
125,Solar,SXP,196330510.58,0.3455,568181311,swipe
126,Kusama,KSM,192361068.54,22.71,8470098,kusama
127,yearn.finance,YFI,186028943.97,5634.83,33014,yearn-finance
128,STEPN,GMT,185664040.71,0.195,952322297,stepn
129,EthereumPoW,ETHW,182310882.67,1.6909,107818999,ethereum-pow-iou
130,Audius,AUDIO,181125042.84,0.1722,1051967676,audius
131,ABBC Coin,ABBC,181366929.37,0.1276,1421652736,alibabacoin
132,ICON,ICX,178586818.7,0.1861,959635188,icon
133,Astar,ASTR,179054536.7,0.04026,4447140707,astar
134,JUST,JST,178493867.66,0.02005,8902080000,just
135,JasmyCoin,JASMY,177642814.18,0.003734,47569999999,jasmycoin
136,ssv.network,SSV,173968238.05,17.4,10000000,ssv-network
137,Moonbeam,GLMR,171844306.71,0.2598,661345435,moonbeam
138,Helium,HNT,172313285.6,1.1972,143934821,helium
139,Terra,LUNA,169915000.14,0.576,295011313,terra-luna-2
140,IoTeX,IOTX,169323794.73,0.01792,9446585572,iotex
141,Bone ShibaSwap,BONE,168174979.88,0.7314,229923351,boneswap
142,Golem,GLM,166775975.86,0.1668,1000000000,golem
143,Arweave,AR,164798287.13,4.9349,33394701,arweave
144,SafePal,SFP,161128650.6,0.4359,369666536,safepal
145,aelf,ELF,161942472.53,0.2604,621904541,aelf
146,Threshold,T,157619628.95,0.01791,8800386214,t
147,Waves,WAVES,154083148.19,1.3791,111725578,waves
148,MAGIC,MAGIC,153372290.89,0.7072,216857623,magic
149,Hive,HIVE,153112078.4,0.2969,515675197,hive
150,Aragon,ANT,151199429.99,3.7772,40029852,aragon
151,Fetch.ai,FET,150470419.44,0.1832,821211879,fetch-ai
152,0x Protocol,ZRX,148155115.29,0.1748,847496055,0x
153,Harmony,ONE,144910674.22,0.01086,13339649467,harmony
154,Ontology,ONT,144684401.34,0.1653,875249524,ontology
155,Siacoin,SC,144474675.68,0.002657,54382072991,shibchain
156,Illuvium,ILV,141971035.55,44.14,3216526,illuvium
157,IOST,IOST,140161728.71,0.007492,18708894189,iostoken
158,SushiSwap,SUSHI,137190274.96,0.595,230562050,sushi
159,WAX,WAXP,136931815.78,0.04128,3317448443,wax
160,Band Protocol,BAND,136473624.43,1.077,126717950,band-protocol
161,Biconomy,BICO,130278361.22,0.2341,556461300,biconomy
162,Open Campus,EDU,126723322.65,0.7625,166197917,edu-coin
163,TomoChain,TOMO,126168250.15,1.2453,101313814,tomochain
164,BORA,BORA,124741792.19,0.1255,993750000,bora
165,Alchemy Pay,ACH,124652172.72,0.01958,6365034495,alchemy-pay
166,Kadena,KDA,124089554.05,0.5274,235280908,kadena
167,DAO Maker,DAO,121178772.15,0.8419,143942531,dao-maker
168,Flux,FLUX,120303170.66,0.4038,297932985,flux
169,Axelar,AXL,117912570.28,0.3977,296495482,axelar
170,TerraClassicUSD,USTC,114839566.48,0.01172,9794604843,terrausd
171,Stargate Finance,STG,113724303.22,0.5565,204338417,stargate-finance
172,SKALE,SKL,111280367.5,0.02454,4535019337,skale
173,MobileCoin,MOB,111280230.03,0.5698,195286109,mobilecoin
174,Core,CORE,110413084.51,0.8658,127520956,coredaoorg
175,Livepeer,LPT,109232038.47,3.8765,28177932,livepeer
176,Nervos Network,CKB,109084552.95,0.002651,41145403671,nervos-network
177,UMA,UMA,106715781.21,1.4833,71944698,uma
178,Celer Network,CELR,106162498.69,0.01393,7622840545,celer-network
179,Reserve Rights,RSR,103906109.35,0.002053,50600000000,reserve-rights-token
180,JOE,JOE,103137806.69,0.3066,336436965,joe
181,DigiByte,DGB,98022530.34,0.006012,16305714760,digibyte
182,MiL.k,MLK,94851710.67,0.327,290066722,milk-alliance
183,Everscale,EVER,94273193.27,0.05252,1795072144,everscale
184,Bitgert,BRISE,95332394.61,2.4e-07,395688215721653,bitrise-token
185,SPACE ID,ID,93804420.69,0.2904,322972222,everid
186,Cartesi,CTSI,93731106.18,0.1269,738455926,cartesi
187,NYM,NYM,92717489.01,0.196,473039796,nym
188,Syscoin,SYS,92005709.93,0.1224,751391717,syscoin
189,Ribbon Finance,RBN,91849780.29,0.1714,535730125,ribbon-finance
190,Storj,STORJ,91201277.83,0.2271,401584306,storj
191,Lisk,LSK,90435347.3,0.7016,128900445,lisk
192,iExec RLC,RLC,88786982.44,1.2266,72382548,iexec-rlc
193,Galxe,GAL,88598015.87,1.1863,74682666,project-galaxy
194,APENFT,NFT,87980680.22,3.2e-07,277080562500000,apenft
195,Kyber Network Crystal v2,KNC,87839087.9,0.4842,181422646,kyber-network-crystal
196,Dogelon Mars,ELON,87618543.07,1.6e-07,549652770159583,dogelon-mars
197,Wilder World,WILD,87438917.05,0.3488,250705273,wilder-world
198,Stella,ALPHA,87241622.39,0.1093,798000000,alphacoin
199,Nano,XNO,86443026.29,0.6487,133248297,nano
200,Braintrust,BTRST,86612505.45,0.6021,143849472,braintrust
201,Lido Staked ETH,stETH,12479543341.23,1720.96,7251499,
202,Wrapped TRON,WTRX,7121832267.68,0.07004,101676082428,wrapped-tron
203,Cryptonex,CNX,2094782876.12,19.5,107405302,
204,HEX,HEX,1646684186.22,0.009496,173411074413,hex
205,Bitcoin BEP2,BTCB,1420303206.27,26384.83,53830,binance-bitcoin
206,Wrapped HBAR,WHBAR,1415837592.92,0.04474,31643784290,wrapped-hbar
207,Frax,FRAX,1003673414.49,0.9995,1004141409,frax
208,Wrapped EOS,WEOS,689811807.28,0.6303,1094334947,wrapped-eos
209,Bitget Token,BGB,657409476.05,0.4696,1400000000,bitget-token
210,TNC Coin,TNC,622127452.11,0.1063,5851183164,tnc-coin
211,Wrapped BNB,WBNB,621024502.4,243.99,2545294,wbnb
212,Radix,XRD,600731732.12,0.05893,10194039082,radix
213,BitTorrent,BTTOLD,527106653.1,0.0005324,990000000000,bittorrent-old
214,Tether Gold,XAUT,481941804.65,1954.95,246524,tether-gold
215,Wrapped Kava,WKAVA,399593515.94,0.8029,497668960,wrapped-kava
216,Kaspa,KAS,384544411.56,0.02005,19177279673,kaspa
217,tomiNet,TOMI,345532361.42,5.2858,65369656,tominet
218,FTX Token,FTT,293828663.66,0.8934,328895104,ftx-token
219,USDJ,USDJ,293746517.41,1.0748,273293324,just-stablecoin
220,Beldex,BDX,281757960.51,0.05287,5329174575,beldex
221,Liquity USD,LUSD,277905004.23,1.0075,275831206,lusd
222,FLEX,FLEX,251353431.65,2.5475,98664945,flexmeme
223,Huobi BTC,HBTC,236627541.51,26381.36,8969,huobi-btc
224,DeFiChain,DFI,233017669.44,0.3261,714601588,defichain
225,Baby Doge Coin,BabyDoge,216402067.59,0.0,152099827952847580,
226,Edgecoin,EDGT,209993276.72,0.9999,210000000,edgecoin-2
227,FINSCHIA,FNSA,204256834.24,30.18,6769046,
228,Ronin,RON,187085096.21,0.8376,223358568,ronin
229,WEMIX,WEMIX,182521262.38,0.7191,253820073,wemix-token
230,LUKSO,LYXe,145198616.65,9.322,15575916,
231,Symbol,XYM,147446996.75,0.02549,5784566101,symbol
232,Tribe,TRIBE,146257616.78,0.2836,515784039,tribe-2
233,STASIS EURO,EURS,135223765.97,1.0894,124125940,stasis-eurs
234,Ordinals,ORDI,124951464.81,5.9501,21000000,ordinals
235,Wrapped Beacon ETH,WBETH,123869912.04,1726.23,71757,wrapped-beacon-eth
236,SwissBorg,CHSB,123640244.41,0.1236,1000000000,swissborg
237,Gains Network,GNS,121037481.66,3.9745,30453619,gains-network
238,Astrafer,ASTRAFER,112501572.34,0.7192,156417090,astrafer
239,Pendle,PENDLE,104560307.01,0.5314,196772450,pendle
240,inSure DeFi,SURE,103382137.67,0.003859,26790063175,insure
241,ONUS,ONUS,98028215.15,1.0095,97106390,onus
242,Polymath,POLY,94052699.43,0.1017,924998413,polymath
243,OriginTrail,TRAC,93437116.24,0.2356,396600188,origintrail
244,VVS Finance,VVS,93508898.73,2.62e-06,35700242593547,vvs-finance
245,Rootstock Smart Bitcoin,RBTC,92788705.13,26313.59,3526,rootstock
246,USDX [Kava],USDX,92592070.14,0.8299,111567264,dollars
247,Telcoin,TEL,90824327.09,0.001344,67562608093,telcoin
248,Metars Genesis,MRS,87424400.81,1.391,62850000,metaracers
249,Horizen,ZEN,86138605.6,6.2377,13809381,zencash
250,Pundi X (New),PUNDIX,85080531.78,0.3291,258491637,pundi-x-2
251,Radicle,RAD,83711828.36,1.68,49829111,rad
252,MetisDAO,METIS,84005511.21,18.81,4466403,metis-token
253,Rootstock Infrastructure Framework,RIF,83394796.1,0.08568,973360001,rif-token
254,Amp,AMP,83446547.0,0.001976,42227702186,amp-token
255,Metal DAO,MTL,83045923.25,1.2471,66588888,metal
256,Synapse,SYN,82784376.46,0.5923,139773376,synapse-2
257,API3,API3,82024013.54,0.952,86156878,api3
258,Vulcan Forged PYR,PYR,81107342.81,2.9838,27182227,vulcan-forged
259,Chromia,CHR,81071754.8,0.1181,686549902,chromaway
260,Keep Network,KEEP,79812795.37,0.08438,945897188,keep-network
261,Decimal,DEL,79335848.59,0.0195,4067620211,decimal
262,BinaryX,BNX,79099590.44,0.2736,289119100,binaryx
263,Wrapped NXM,WNXM,78150938.76,26.98,2896294,wrapped-nxm
264,Decentralized Social,DESO,78037215.41,8.7835,8884536,deso
265,Status,SNT,77200800.91,0.02004,3852043292,status
266,Liquity,LQTY,76833251.93,0.8305,92516665,liquity
267,Energy Web Token,EWT,76983179.21,2.5608,30062138,ecowatt
268,OMG Network,OMG,76511009.74,0.5456,140245398,omisego
269,PlayDapp,PLA,75918649.91,0.1355,560128667,planet
270,dKargo,DKA,74945854.24,0.02501,2996666667,dkargo
271,Numeraire,NMR,74946043.53,11.96,6263807,numeraire
272,Prom,PROM,75069541.19,4.1134,18250000,prometeus
273,Vega Protocol,VEGA,74801022.55,1.4728,50787334,vega-coin
274,Civic,CVC,71809693.27,0.07181,1000000000,civic
275,Centurion,CNT,72688871.69,0.9359,77663826,connect-token
276,DeXe,DEXE,72093558.77,1.9763,36478900,dexe
277,Artificial Liquid Intelligence,ALI,71608580.89,0.01996,3588163660,alita
278,Request,REQ,71493322.66,0.07151,999755995,request-network
279,Secret,SCRT,71418930.84,0.3384,211069154,secret
280,Akash Network,AKT,71154355.28,0.6249,113861304,akash-network
281,Covalent,CQT,71142908.18,0.117,607920038,covalent
282,Polymesh,POLYX,70591386.51,0.106,666185375,polymesh
283,Linear Finance,LINA,70393716.19,0.01291,5454162506,lina
284,XPLA,XPLA,70358713.3,0.3249,216581624,xpla
285,Ergo,ERG,70382730.7,1.2003,58638426,ergo
286,Hashflow,HFT,70009397.5,0.3437,203681275,hashflow
287,MediBloc,MED,70369355.86,0.01019,6908642520,medibloc
288,Steem,STEEM,69205518.37,0.1584,436789531,steem
289,Coin98,C98,68859894.23,0.1379,499444435,coin98
290,Vibing,VBG,68686158.04,0.4801,143080000,vibing
291,Ontology Gas,ONG,68716788.59,0.199,345268431,ong
292,Radiant Capital,RDNT,68435773.99,0.252,271593469,radiant-capital
293,Locus Chain,LOCUS,67296509.94,0.03234,2081062787,locus-chain
294,STP,STPT,66964554.85,0.03447,1942420283,stp-network
295,Merit Circle,MC,66008263.19,0.1688,390969163,mechaverse
296,XSGD,XSGD,66009716.04,0.7468,88391260,xsgd
297,Dent,DENT,65823722.17,0.0006648,99007791203,dent
298,Orbs,ORBS,65820145.53,0.02078,3167720359,orbs
299,Centrifuge,CFG,65337450.15,0.1814,360263043,centrifuge
300,Dero,DERO,65010178.58,4.7669,13637782,dero
301,Smooth Love Potion,SLP,64175330.86,0.001532,41892442671,smooth-love-potion
302,MVL,MVL,63444185.21,0.00274,23152958863,mass-vehicle-ledger
303,COMBO,COMBO,63214551.85,0.8897,71051748,furucombo
304,NKN,NKN,63542425.58,0.08418,754831362,nkn
305,Humanscape,HUM,63108407.09,0.06909,913409273,humanscape
306,VeThor Token,VTHO,61223148.36,0.0009602,63762140434,vethor-token
307,Gitcoin,GTC,60649860.95,0.9578,63320396,game
308,Ardor,ARDR,60331860.4,0.06039,998999495,ardor
309,Stratis,STRAX,60761791.44,0.4043,150276681,stratis
310,WINkLink,WIN,60464191.72,6.287e-05,961737300000,wink
311,Powerledger,POWR,59931885.88,0.1248,480059157,power-ledger
312,Ultra,UOS,59375108.56,0.1759,337602984,ultra
313,MOBOX,MBOX,59053525.02,0.2959,199601718,mobox
314,ConstitutionDAO,PEOPLE,58581309.06,0.01158,5060137335,constitutiondao
315,Marlin,POND,58464541.05,0.007229,8087375977,marlin
316,ARPA,ARPA,58097180.68,0.04674,1242888889,arpa
317,Morpheus.Network,MNW,57714871.74,1.2233,47180014,morpheus-network
318,Clash of Lilliput,COL,57544211.99,0.7011,82074400,clash-of-lilliput
319,Vai,VAI,57225638.17,0.9953,57498554,vai
