Rank,Name,Ticker,Market cap,Price,Circulating supply,id
1,Bitcoin,BTC,587778068681.35,30249.13,19431237,bitcoin
2,Ethereum,ETH,231226923280.79,1923.68,120200189,ethereum
3,Tether,USDT,83689168487.14,1.0006,83638374851,tether
4,XRP,XRP,39243100873.9,0.7469,52544091958,ripple
5,BNB,BNB,37817749645.99,242.66,155848693,binancecoin
6,USD Coin,USDC,27284675187.31,1.0002,27280065611,usd-coin
7,Solana,SOL,11027115845.22,27.38,402683414,solana
8,Cardano,ADA,11013513296.07,0.3149,34976449623,cardano
9,Dogecoin,DOGE,9751541710.22,0.06955,140201466384,dogecoin
10,TRON,TRX,7165125468.61,0.07982,89767023409,tron
11,Polygon,MATIC,7153388814.11,0.7676,9319469069,matic-network
12,Litecoin,LTC,6817156312.9,92.91,73377489,litecoin
13,Polkadot,DOT,6426193852.56,5.3069,1210913643,polkadot
14,Avalanche,AVAX,4942262244.55,14.29,345865154,avalanche-2
15,Bitcoin Cash,BCH,4861097723.25,249.92,19450519,bitcoin-cash
16,Wrapped Bitcoin,WBTC,4775535302.74,30229.73,157975,wrapped-bitcoin
17,Dai,DAI,4652621208.47,0.9992,4656246593,dai
18,Toncoin,TON,4633576847.6,1.3502,3431892088,tontoken
19,Shiba Inu,SHIB,4634874101.65,7.86e-06,589346914631298,shiba-inu
20,Binance USD,BUSD,3969437202.38,1.0001,3969066385,binance-usd
21,UNUS SED LEO,LEO,3742024937.11,4.0244,929832494,leo-token
22,Stellar,XLM,3573590066.43,0.1317,27138496470,stellar
23,Chainlink,LINK,3560083059.33,6.616,538099970,chainlink
24,Uniswap,UNI,3303891597.76,5.721,577501036,uniswap
25,Cosmos,ATOM,3255036602.7,9.3911,346608690,cosmos
26,Monero,XMR,3028197867.86,165.42,18306009,monero
27,TrueUSD,TUSD,2843756014.76,0.9997,2844570379,true-usd
28,Ethereum Classic,ETC,2669564716.39,18.8,141986439,ethereum-classic
29,OKB,OKB,2649612971.56,44.16,60000000,okb
