Rank,Name,Ticker,Market cap,Price,Circulating supply,id
1,Bitcoin,BTC,140903867572.59,7679.87,18347175,bitcoin
2,Ethereum,ETH,21839976556.7,197.32,110684421,ethereum
3,XRP,XRP,8677070504.04,0.1968,44089620959,ripple
4,Tether,USDT,6363019031.78,1.0003,6361032509,tether
5,Bitcoin Cash,BCH,4529068651.93,246.27,18390994,bitcoin-cash
6,Bitcoin SV,BSV,3599743357.2,195.75,18389815,bsv
7,Litecoin,LTC,2886855017.58,44.69,64598656,litecoin
8,Binance Coin,BNB,2548277410.73,16.38,155536713,binancecoin
9,EOS,EOS,2522135021.91,2.7351,922127928,eos
10,Tezos,XTZ,1958813041.19,2.7652,708369475,tezos
11,TAGZ5,TAGZ5,1804793588.73,4.6781,385792627,
12,Chainlink,LINK,1300872242.83,3.7168,350000000,chainlink
13,Stellar,XLM,1268496925.24,0.0625,20295869226,stellar
14,Cardano,ADA,1189500870.64,0.04588,25927070538,cardano
15,Monero,XMR,1073830046.49,61.23,17538140,monero
16,UNUS SED LEO,LEO,1045888549.62,1.0464,999498893,leo-token
17,TRON,TRX,950377220.37,0.01425,66682072191,tron
18,Huobi Token,HT,898421463.71,4.0348,222668093,huobi-token
19,Dash,DASH,793997922.51,83.93,9459683,dash
20,Crypto.com Coin,CRO,787115977.36,0.05531,14231050228,crypto-com-chain
21,USD Coin,USDC,749507140.72,0.999,750290103,usd-coin
22,Ethereum Classic,ETC,723940381.83,6.2241,116313299,ethereum-classic
23,MINDOL,MIN,704059996.39,4.1341,170303676,mindol
24,Neo,NEO,608729346.43,8.6297,70538831,neo
25,HedgeTrade,HEDG,586524518.4,2.0351,288208798,hedgetrade
26,Cosmos,ATOM,533810174.58,2.7994,190688439,cosmos
27,IOTA,MIOTA,489996598.6,0.1763,2779530283,iota
28,HEX,HEX,414718882.63,0.002932,141460870582,hex
29,Zcash,ZEC,403080021.36,44.65,9027313,zcash
30,NEM,XEM,357039651.5,0.03967,8999999999,nem
31,Maker,MKR,347811630.9,345.88,1005577,maker
32,INO COIN,INO,328263262.07,1.8237,180003180,
33,Ontology,ONT,324283788.83,0.4938,656746573,ontology
34,Storeum,STO,307738596.77,1.103,278998364,
35,Dogecoin,DOGE,299489107.99,0.002409,124316394254,dogecoin
36,OKB,OKB,294088309.55,4.9015,60000000,okb
37,FTX Token,FTT,271804949.38,2.8485,95419564,ftx-token
38,Basic Attention Token,BAT,268635207.56,0.1843,1457527137,basic-attention-token
39,Hive,HIVE,262365887.3,0.927,283013320,hive
40,VeChain,VET,247776417.49,0.004468,55454734800,vechain
